id,subject,status,priority,type,created_at,updated_at,custom_fields.cf_sgdb,custom_fields.cf_ambiente,custom_fields.cf_csi_status
56614,Mills - Checklist Oracle - SMAWSBWVBP02 (BP1),5,1,Checklist,2026-01-13T09:50:44Z,2026-01-13T12:27:32Z,Oracle,Produção,NA - Não aplicável
56597,Alerta de restart no servidor  SMAWSMCPVBP01 (MCP),6,1,Incidentes,2026-01-12T13:16:50Z,2026-01-12T13:17:29Z,Oracle,Outro,
56595,SNCBDO01 - Health Check Diário,5,1,Checklist,2026-01-12T11:03:49Z,2026-01-12T12:39:43Z,Oracle,Produção,NA - Não aplicável
56593,Mills - Checklist Oracle - SMAWSMCPVBP01 (MCP),5,1,Checklist,2026-01-12T11:00:12Z,2026-01-12T13:27:29Z,Oracle,Produção,
56589,Mills - Checklist Oracle - SAP (ECP),5,1,Checklist,2026-01-12T10:14:43Z,2026-01-12T13:27:43Z,Oracle,Produção,
56587,Mills - Checklist Oracle - SMAWSECCVBQ01 (ECQ),5,1,Checklist,2026-01-12T10:03:45Z,2026-01-12T13:27:54Z,Oracle,Produção,
56586,Mills - Checklist Oracle - (MCQ),5,1,Checklist,2026-01-12T10:00:13Z,2026-01-12T13:28:29Z,Oracle,Produção,
56585,Mills - Checklist Oracle - SMAWSECCVBD01 (ECD),5,1,Checklist,2026-01-12T10:00:10Z,2026-01-12T13:28:38Z,Oracle,Produção,
56582,Mills - Checklist Oracle - (GRP),5,1,Checklist,2026-01-12T10:00:04Z,2026-01-12T13:37:06Z,Oracle,Produção,NA - Não aplicável
56583,Mills - Checklist Oracle - (GRD),5,1,Checklist,2026-01-12T10:00:04Z,2026-01-12T13:37:06Z,Oracle,Produção,NA - Não aplicável
56584,Mills - Checklist Oracle - (POD),5,1,Checklist,2026-01-12T10:00:04Z,2026-01-12T13:35:37Z,Oracle,Produção,NA - Não aplicável
56581,Mills - Checklist Oracle - (POP),5,1,Checklist,2026-01-12T10:00:04Z,2026-01-12T13:37:06Z,Oracle,Produção,NA - Não aplicável
56580,Mills - Checklist Oracle - (GWP),5,1,Checklist,2026-01-12T10:00:03Z,2026-01-12T13:37:06Z,Oracle,Produção,NA - Não aplicável
56570,INFO Engeman: Database Checklist on Server: SMLSAWSSQLVP01,5,1,Checklist,2026-01-12T09:55:12Z,2026-01-12T13:36:40Z,Sql Server,Outro,NA - Não aplicável
56569,Mills - Checklist Oracle - SMAWSBWVBP02 (BP1),5,1,Checklist,2026-01-12T09:51:01Z,2026-01-12T13:37:06Z,Oracle,Produção,NA - Não aplicável
56508,CSI 001 – Gestão de Capacidade e Expansão de Storage (Banco Engeman),5,3,CSI - Continual Service Improvement,2026-01-09T19:44:05Z,2026-01-26T12:39:35Z,Sql Server,Produção,implementado
56501,INFO SIS: Database Checklist on Server: EC2AMAZ-KTTVFEL,5,1,Checklist,2026-01-09T11:55:07Z,2026-01-09T12:59:40Z,Sql Server,Produção,NA - Não aplicavel
56500,SNCBDO01 - Health Check Diário,5,1,Checklist,2026-01-09T11:04:14Z,2026-01-09T12:59:27Z,Oracle,Produção,NA - Não aplicável
56499,Mills - Checklist Oracle - SMAWSMCPVBP01 (MCP),5,1,Checklist,2026-01-09T11:00:12Z,2026-01-09T13:00:27Z,Oracle,Produção,
56498,A Nossa Drogaria - Server Summary,5,1,Checklist,2026-01-09T11:00:08Z,2026-01-09T13:00:07Z,Sql Server,Produção,NA - Não aplicável
56494,Mills - Checklist Oracle - SAP (ECP),5,1,Checklist,2026-01-09T10:13:25Z,2026-01-09T13:02:34Z,Oracle,Produção,
56493,INFO: Database Checklist on Server: SES-SQL-PRD\BI,5,1,Checklist,2026-01-09T10:07:02Z,2026-01-09T13:00:41Z,Sql Server,Produção,NA - Não aplicável
56492,Mills - Checklist Oracle - SMAWSECCVBQ01 (ECQ),5,1,Checklist,2026-01-09T10:03:51Z,2026-01-09T13:03:36Z,Oracle,Produção,
56491,Mills - Checklist Oracle - (MCQ),5,1,Checklist,2026-01-09T10:00:13Z,2026-01-09T13:03:57Z,Oracle,Produção,
56490,Mills - Checklist Oracle - SMAWSECCVBD01 (ECD),5,1,Checklist,2026-01-09T10:00:09Z,2026-01-09T13:04:29Z,Oracle,Produção,
56488,Mills - Checklist Oracle - (POP),5,1,Checklist,2026-01-09T10:00:04Z,2026-01-09T15:44:11Z,Oracle,Produção,
56489,Mills - Checklist Oracle - (GRP),5,1,Checklist,2026-01-09T10:00:04Z,2026-01-09T15:44:11Z,Oracle,Produção,
56485,Mills - Checklist Oracle - (GWP),5,1,Checklist,2026-01-09T10:00:03Z,2026-01-09T13:05:19Z,Oracle,Produção,
56486,Mills - Checklist Oracle - (GRD),5,1,Checklist,2026-01-09T10:00:03Z,2026-01-09T15:44:10Z,Oracle,Produção,
56487,Mills - Checklist Oracle - (POD),5,1,Checklist,2026-01-09T10:00:03Z,2026-01-09T15:44:11Z,Oracle,Produção,
56484,INFO: Database Checklist on Server: SES-CLO-BD-SER,5,1,Checklist,2026-01-09T09:55:58Z,2026-01-09T13:01:13Z,Sql Server,Produção,NA - Não aplicável
56483,INFO: Database Checklist on Server: SRVBD,5,1,Checklist,2026-01-09T09:55:56Z,2026-01-09T13:01:36Z,Sql Server,Produção,NA - Não aplicável
56482,INFO: Database Checklist on Server: SES-SQL-PRD,5,1,Checklist,2026-01-09T09:55:55Z,2026-01-09T13:02:01Z,Sql Server,Produção,NA - Não aplicável
56481,INFO: Database Checklist on Server: CALIFORNIA,5,1,Checklist,2026-01-09T09:55:53Z,2026-01-09T13:02:28Z,Sql Server,Produção,NA - Não aplicável
56480,INFO: Database Checklist on Server: SRVBDCD,5,1,Checklist,2026-01-09T09:55:52Z,2026-01-09T13:02:51Z,Sql Server,Produção,NA - Não aplicável
56479,INFO: Database Checklist on Server: SRVBDADM\PACK,5,1,Checklist,2026-01-09T09:55:50Z,2026-01-09T13:03:20Z,Sql Server,Produção,NA - Não aplicável
56478,INFO: Database Checklist on Server: SRVBDADM\BIMER,5,1,Checklist,2026-01-09T09:55:49Z,2026-01-09T13:03:44Z,Sql Server,Produção,NA - Não aplicável
56477,INFO: Database Checklist on Server: SRVBDADM,5,1,Checklist,2026-01-09T09:55:47Z,2026-01-09T13:04:09Z,Sql Server,Produção,NA - Não aplicável
56474,Mills - Checklist Oracle - SMAWSBWVBP02 (BP1),5,1,Checklist,2026-01-09T09:50:21Z,2026-01-09T12:58:06Z,Oracle,Produção,
57015,A Nossa Drogaria - Server Summary,5,1,Checklist,2026-01-22T11:00:34Z,2026-01-22T13:13:53Z,Sql Server,Produção,NA - Não aplicável
57014,Mills - Checklist Oracle - SMAWSMCPVBP01 (MCP),5,1,Checklist,2026-01-22T11:00:12Z,2026-01-22T13:16:43Z,Oracle,Produção,
57010,Mills - Checklist Oracle - SAP (ECP),5,1,Checklist,2026-01-22T10:13:48Z,2026-01-22T13:17:15Z,Oracle,Produção,
57009,INFO: Database Checklist on Server: SES-SQL-PRD\BI,5,1,Checklist,2026-01-22T10:04:57Z,2026-01-22T13:14:18Z,Sql Server,Produção,NA - Não aplicável
57008,Mills - Checklist Oracle - SMAWSECCVBQ01 (ECQ),5,1,Checklist,2026-01-22T10:03:47Z,2026-01-22T13:17:42Z,Oracle,Produção,
57007,Mills - Checklist Oracle - (MCQ),5,1,Checklist,2026-01-22T10:00:15Z,2026-01-22T13:22:22Z,Oracle,Produção,
57006,Mills - Checklist Oracle - SMAWSECCVBD01 (ECD),5,1,Checklist,2026-01-22T10:00:08Z,2026-01-22T13:23:12Z,Oracle,Produção,
57005,Mills - Checklist Oracle - (POP),5,1,Checklist,2026-01-22T10:00:04Z,2026-01-22T13:24:17Z,Oracle,Produção,
57003,Mills - Checklist Oracle - (GWP),5,1,Checklist,2026-01-22T10:00:04Z,2026-01-22T13:31:52Z,Oracle,Produção,
57004,Mills - Checklist Oracle - (GRP),5,1,Checklist,2026-01-22T10:00:04Z,2026-01-22T13:24:36Z,Oracle,Produção,
57002,Mills - Checklist Oracle - (GRD),5,1,Checklist,2026-01-22T10:00:03Z,2026-01-22T13:31:52Z,Oracle,Produção,
57001,Mills - Checklist Oracle - (POD),5,1,Checklist,2026-01-22T10:00:03Z,2026-01-22T13:31:51Z,Oracle,Produção,
57000,INFO: Database Checklist on Server: SES-CLO-BD-SER,5,1,Checklist,2026-01-22T09:56:22Z,2026-01-22T13:14:48Z,Sql Server,Produção,NA - Não aplicável
56999,INFO: Database Checklist on Server: SES-SQL-PRD,5,1,Checklist,2026-01-22T09:55:18Z,2026-01-22T13:15:13Z,Sql Server,Produção,NA - Não aplicável
56998,INFO: Database Checklist on Server: SRVBD,5,1,Checklist,2026-01-22T09:55:15Z,2026-01-22T13:15:38Z,Sql Server,Produção,NA - Não aplicável
56997,INFO: Database Checklist on Server: CALIFORNIA,5,1,Checklist,2026-01-22T09:55:13Z,2026-01-22T13:16:01Z,Sql Server,Produção,NA - Não aplicável
56996,INFO Engeman: Database Checklist on Server: SMLSAWSSQLVP01,5,1,Checklist,2026-01-22T09:55:11Z,2026-01-22T13:32:10Z,Sql Server,Produção,NA - Não aplicável
56995,INFO: Database Checklist on Server: SRVBDCD,5,1,Checklist,2026-01-22T09:55:09Z,2026-01-22T13:17:22Z,Sql Server,Produção,NA - Não aplicável
56994,INFO: Database Checklist on Server: SRVBDADM,5,1,Checklist,2026-01-22T09:55:08Z,2026-01-22T13:17:46Z,Sql Server,Produção,NA - Não aplicável
56993,INFO: Database Checklist on Server: SRVBDADM\BI,5,1,Checklist,2026-01-22T09:55:06Z,2026-01-22T13:18:26Z,Sql Server,Produção,NA - Não aplicável
56992,INFO: Database Checklist on Server: SRVBDADM\PACK,5,1,Checklist,2026-01-22T09:55:05Z,2026-01-22T13:19:27Z,Sql Server,Produção,NA - Não aplicável
56991,INFO: Database Checklist on Server: SRVBDADM\BIMER,5,1,Checklist,2026-01-22T09:55:03Z,2026-01-22T13:18:53Z,Sql Server,Produção,NA - Não aplicável
56990,Mills - Checklist Oracle - SMAWSBWVBP02 (BP1),5,1,Checklist,2026-01-22T09:50:33Z,2026-01-22T13:31:51Z,Oracle,Produção,
56964,Mills - Checklist Oracle - SMAWSMCPVBP01 (MCP),5,1,Checklist,2026-01-21T11:00:12Z,2026-01-21T13:21:25Z,Oracle,Produção,
56963,A Nossa Drogaria - Server Summary,5,1,Checklist,2026-01-21T10:59:57Z,2026-01-21T14:02:11Z,Sql Server,Produção,NA - Não aplicável
56959,Mills - Checklist Oracle - SAP (ECP),5,1,Checklist,2026-01-21T10:14:36Z,2026-01-21T13:19:53Z,Oracle,Produção,
56958,INFO: Database Checklist on Server: SES-SQL-PRD\BI,5,1,Checklist,2026-01-21T10:06:16Z,2026-01-21T14:02:40Z,Sql Server,Produção,NA - Não aplicável
56957,Mills - Checklist Oracle - SMAWSECCVBQ01 (ECQ),5,1,Checklist,2026-01-21T10:03:48Z,2026-01-21T13:19:21Z,Oracle,Produção,NA - Não aplicável
56956,Mills - Checklist Oracle - (MCQ),5,1,Checklist,2026-01-21T10:00:14Z,2026-01-21T13:18:52Z,Oracle,Produção,
56955,Mills - Checklist Oracle - SMAWSECCVBD01 (ECD),5,1,Checklist,2026-01-21T10:00:11Z,2026-01-21T13:13:03Z,Oracle,Produção,
56952,Mills - Checklist Oracle - (GWP),5,1,Checklist,2026-01-21T10:00:04Z,2026-01-21T13:10:25Z,Oracle,Produção,
56953,Mills - Checklist Oracle - (POP),5,1,Checklist,2026-01-21T10:00:04Z,2026-01-21T13:11:05Z,Oracle,Produção,
56954,Mills - Checklist Oracle - (GRP),5,1,Checklist,2026-01-21T10:00:04Z,2026-01-21T13:11:33Z,Oracle,Produção,
56951,Mills - Checklist Oracle - (GRD),5,1,Checklist,2026-01-21T10:00:03Z,2026-01-21T13:09:58Z,Oracle,Produção,
56950,Mills - Checklist Oracle - (POD),5,1,Checklist,2026-01-21T10:00:03Z,2026-01-21T13:09:44Z,Oracle,Produção,
56949,INFO: Database Checklist on Server: SES-CLO-BD-SER,5,1,Checklist,2026-01-21T09:55:42Z,2026-01-21T14:03:14Z,Sql Server,Produção,NA - Não aplicável
56948,INFO: Database Checklist on Server: SES-SQL-PRD,5,1,Checklist,2026-01-21T09:55:38Z,2026-01-21T14:03:38Z,Sql Server,Produção,NA - Não aplicável
56947,INFO: Database Checklist on Server: CALIFORNIA,5,1,Checklist,2026-01-21T09:55:37Z,2026-01-21T14:04:00Z,Sql Server,Produção,NA - Não aplicável
56946,INFO: Database Checklist on Server: SRVBD,5,1,Checklist,2026-01-21T09:55:35Z,2026-01-21T14:06:08Z,Sql Server,Produção,NA - Não aplicável
56945,INFO: Database Checklist on Server: SRVBDCD,5,1,Checklist,2026-01-21T09:55:34Z,2026-01-21T14:04:23Z,Sql Server,Produção,NA - Não aplicável
56944,INFO: Database Checklist on Server: SRVBDADM,5,1,Checklist,2026-01-21T09:55:32Z,2026-01-21T14:06:37Z,Sql Server,Produção,NA - Não aplicável
56943,INFO: Database Checklist on Server: SRVBDADM\BI,5,1,Checklist,2026-01-21T09:55:31Z,2026-01-21T14:08:28Z,Sql Server,Produção,NA - Não aplicável
56942,INFO: Database Checklist on Server: SRVBDADM\BIMER,5,1,Checklist,2026-01-21T09:55:29Z,2026-01-21T14:09:07Z,Sql Server,Produção,NA - Não aplicável
56941,INFO: Database Checklist on Server: SRVBDADM\PACK,5,1,Checklist,2026-01-21T09:55:27Z,2026-01-21T14:09:30Z,Sql Server,Produção,NA - Não aplicável
56939,Mills - Checklist Oracle - SMAWSBWVBP02 (BP1),5,1,Checklist,2026-01-21T09:49:40Z,2026-01-21T13:09:10Z,Oracle,Produção,
56917,A Nossa Drogaria - Server Summary,5,1,Checklist,2026-01-20T11:00:14Z,2026-01-20T12:03:19Z,Sql Server,Produção,NA - Não aplicável
56916,Mills - Checklist Oracle - SMAWSMCPVBP01 (MCP),5,1,Checklist,2026-01-20T11:00:13Z,2026-01-20T12:41:18Z,Oracle,Produção,
56912,Mills - Checklist Oracle - SAP (ECP),5,1,Checklist,2026-01-20T10:14:12Z,2026-01-20T12:41:41Z,Oracle,Produção,
56911,INFO: Database Checklist on Server: SES-SQL-PRD\BI,5,1,Checklist,2026-01-20T10:05:52Z,2026-01-20T12:26:41Z,Sql Server,Produção,NA - Não aplicável
56910,Mills - Checklist Oracle - SMAWSECCVBQ01 (ECQ),5,1,Checklist,2026-01-20T10:03:48Z,2026-01-20T12:49:21Z,Oracle,Produção,
56909,Mills - Checklist Oracle - (MCQ),5,1,Checklist,2026-01-20T10:00:13Z,2026-01-20T12:52:47Z,Oracle,Produção,
56908,Mills - Checklist Oracle - SMAWSECCVBD01 (ECD),5,1,Checklist,2026-01-20T10:00:09Z,2026-01-20T14:44:14Z,Oracle,Produção,
56907,Mills - Checklist Oracle - (GWP),5,1,Checklist,2026-01-20T10:00:04Z,2026-01-20T14:44:25Z,Oracle,Produção,
56906,Mills - Checklist Oracle - (GRP),5,1,Checklist,2026-01-20T10:00:04Z,2026-01-20T14:44:25Z,Oracle,Produção,
56903,Mills - Checklist Oracle - (GRD),5,1,Checklist,2026-01-20T10:00:03Z,2026-01-20T14:44:24Z,Oracle,Produção,
56905,Mills - Checklist Oracle - (POP),5,1,Checklist,2026-01-20T10:00:03Z,2026-01-20T14:44:25Z,Oracle,Produção,
56904,Mills - Checklist Oracle - (POD),5,1,Checklist,2026-01-20T10:00:03Z,2026-01-20T14:44:25Z,Oracle,Produção,
56902,INFO: Database Checklist on Server: SRVBD,5,1,Checklist,2026-01-20T09:56:19Z,2026-01-20T12:29:15Z,Sql Server,Produção,NA - Não aplicável
56901,INFO: Database Checklist on Server: SES-CLO-BD-SER,5,1,Checklist,2026-01-20T09:56:17Z,2026-01-20T12:31:17Z,Sql Server,Produção,NA - Não aplicável
56900,INFO: Database Checklist on Server: SES-SQL-PRD,5,1,Checklist,2026-01-20T09:56:16Z,2026-01-20T13:21:10Z,Sql Server,Produção,NA - Não aplicável
56899,INFO: Database Checklist on Server: CALIFORNIA,5,1,Checklist,2026-01-20T09:55:13Z,2026-01-20T12:29:45Z,Sql Server,Produção,NA - Não aplicável
56898,INFO Engeman: Database Checklist on Server: SMLSAWSSQLVP01,5,1,Checklist,2026-01-20T09:55:11Z,2026-01-20T12:37:00Z,Sql Server,Produção,NA - Não aplicável
56897,INFO: Database Checklist on Server: SRVBDCD,5,1,Checklist,2026-01-20T09:55:09Z,2026-01-20T12:30:38Z,Sql Server,Produção,NA - Não aplicável
56896,INFO: Database Checklist on Server: SRVBDADM,5,1,Checklist,2026-01-20T09:55:08Z,2026-01-20T12:31:42Z,Sql Server,Produção,NA - Não aplicável
56895,INFO: Database Checklist on Server: SRVBDADM\BI,5,1,Checklist,2026-01-20T09:55:06Z,2026-01-20T12:33:15Z,Sql Server,Produção,NA - Não aplicável
56894,INFO: Database Checklist on Server: SRVBDADM\PACK,5,1,Checklist,2026-01-20T09:55:05Z,2026-01-20T12:32:06Z,Sql Server,Produção,NA - Não aplicável
56893,INFO: Database Checklist on Server: SRVBDADM\BIMER,5,1,Checklist,2026-01-20T09:55:03Z,2026-01-20T12:32:37Z,Sql Server,Produção,NA - Não aplicável
56892,Mills - Checklist Oracle - SMAWSBWVBP02 (BP1),5,1,Checklist,2026-01-20T09:49:42Z,2026-01-20T14:44:43Z,Oracle,Produção,
56869,INFO SIS: Database Checklist on Server: EC2AMAZ-KTTVFEL,5,1,Checklist,2026-01-19T11:55:07Z,2026-01-19T13:39:49Z,Sql Server,Produção,NA - Não aplicável
56859,INFO: Database Checklist on Server: SES-SQL-PRD\BI,5,1,Checklist,2026-01-19T10:05:47Z,2026-01-19T12:05:29Z,Sql Server,Produção,NA - Não aplicável
56850,INFO: Database Checklist on Server: SES-CLO-BD-SER,5,1,Checklist,2026-01-19T09:55:43Z,2026-01-19T12:06:12Z,Sql Server,Produção,NA - Não aplicável
56849,INFO: Database Checklist on Server: SES-SQL-PRD,5,1,Checklist,2026-01-19T09:55:41Z,2026-01-19T12:07:38Z,Sql Server,Produção,NA - Não aplicável
56848,INFO: Database Checklist on Server: SRVBD,5,1,Checklist,2026-01-19T09:55:40Z,2026-01-19T12:06:38Z,Sql Server,Produção,NA - Não aplicável
56847,INFO: Database Checklist on Server: CALIFORNIA,5,1,Checklist,2026-01-19T09:55:39Z,2026-01-19T12:07:01Z,Sql Server,Produção,NA - Não aplicável
56845,INFO: Database Checklist on Server: SRVBDCD,5,1,Checklist,2026-01-19T09:55:04Z,2026-01-19T12:08:09Z,Sql Server,Produção,NA - Não aplicável
56844,INFO: Database Checklist on Server: SRVBDADM,5,1,Checklist,2026-01-19T09:55:03Z,2026-01-19T12:08:40Z,Sql Server,Produção,NA - Não aplicável
56843,INFO: Database Checklist on Server: SRVBDADM\BI,5,1,Checklist,2026-01-19T09:55:01Z,2026-01-19T12:09:23Z,Sql Server,Produção,NA - Não aplicável
56842,INFO: Database Checklist on Server: SRVBDADM\BIMER,5,1,Checklist,2026-01-19T09:55:00Z,2026-01-19T13:24:34Z,Sql Server,Produção,NA - Não aplicável
56841,INFO: Database Checklist on Server: SRVBDADM\PACK,5,1,Checklist,2026-01-19T09:54:59Z,2026-01-19T13:24:58Z,Sql Server,Produção,NA - Não aplicável
56789,Mills - Checklist Oracle - SMAWSMCPVBP01 (MCP),5,1,Checklist,2026-01-16T11:00:14Z,2026-01-16T12:45:26Z,Oracle,Produção,
56786,Mills - Checklist Oracle - SAP (ECP),5,1,Checklist,2026-01-16T10:22:33Z,2026-01-16T12:46:00Z,Oracle,Produção,
56784,INFO: Database Checklist on Server: SES-SQL-PRD\BI,5,1,Checklist,2026-01-16T10:05:51Z,2026-01-16T12:53:47Z,Sql Server,Produção,NA - Não aplicável
56783,Mills - Checklist Oracle - SMAWSECCVBQ01 (ECQ),5,1,Checklist,2026-01-16T10:03:49Z,2026-01-16T12:46:42Z,Oracle,Produção,
56782,Mills - Checklist Oracle - (MCQ),5,1,Checklist,2026-01-16T10:00:15Z,2026-01-16T12:46:57Z,Oracle,Produção,
56781,Mills - Checklist Oracle - SMAWSECCVBD01 (ECD),5,1,Checklist,2026-01-16T10:00:10Z,2026-01-16T12:47:05Z,Oracle,Produção,
56778,Mills - Checklist Oracle - (GWP),5,1,Checklist,2026-01-16T10:00:04Z,2026-01-16T12:47:21Z,Oracle,Produção,
56780,Mills - Checklist Oracle - (GRP),5,1,Checklist,2026-01-16T10:00:04Z,2026-01-16T12:47:21Z,Oracle,Produção,
56779,Mills - Checklist Oracle - (POP),5,1,Checklist,2026-01-16T10:00:04Z,2026-01-16T12:47:21Z,Oracle,Produção,
56777,Mills - Checklist Oracle - (POD),5,1,Checklist,2026-01-16T10:00:03Z,2026-01-16T12:47:21Z,Oracle,Produção,
56776,Mills - Checklist Oracle - (GRD),5,1,Checklist,2026-01-16T10:00:03Z,2026-01-16T12:47:21Z,Oracle,Produção,
56775,INFO: Database Checklist on Server: SES-CLO-BD-SER,5,1,Checklist,2026-01-16T09:56:46Z,2026-01-16T13:01:27Z,Sql Server,Produção,NA - Não aplicável
56774,INFO: Database Checklist on Server: SES-SQL-PRD,5,1,Checklist,2026-01-16T09:55:43Z,2026-01-16T13:01:40Z,Sql Server,Produção,NA - Não aplicável
56773,INFO: Database Checklist on Server: SRVBD,5,1,Checklist,2026-01-16T09:55:41Z,2026-01-16T12:54:46Z,Sql Server,Produção,NA - Não aplicável
56772,INFO: Database Checklist on Server: CALIFORNIA,5,1,Checklist,2026-01-16T09:55:40Z,2026-01-16T13:09:41Z,Sql Server,Produção,NA - Não aplicável
56771,INFO: Database Checklist on Server: SRVBDCD,5,1,Checklist,2026-01-16T09:55:39Z,2026-01-16T13:34:51Z,Sql Server,Produção,NA - Não aplicável
56770,INFO: Database Checklist on Server: SRVBDADM,5,1,Checklist,2026-01-16T09:55:38Z,2026-01-16T13:35:01Z,Sql Server,Produção,NA - Não aplicável
56769,INFO: Database Checklist on Server: SRVBDADM\PACK,5,1,Checklist,2026-01-16T09:55:36Z,2026-01-16T13:35:01Z,Sql Server,Produção,NA - Não aplicável
56768,INFO: Database Checklist on Server: SRVBDADM\BI,5,1,Checklist,2026-01-16T09:55:35Z,2026-01-16T13:35:00Z,Sql Server,Produção,NA - Não aplicável
56767,INFO: Database Checklist on Server: SRVBDADM\BIMER,5,1,Checklist,2026-01-16T09:55:33Z,2026-01-16T13:10:41Z,Sql Server,Produção,NA - Não aplicável
56766,INFO Engeman: Database Checklist on Server: SMLSAWSSQLVP01,5,1,Checklist,2026-01-16T09:55:11Z,2026-01-16T13:01:53Z,Sql Server,Produção,NA - Não aplicável
56765,Mills - Checklist Oracle - SMAWSBWVBP02 (BP1),5,1,Checklist,2026-01-16T09:49:51Z,2026-01-16T12:46:33Z,Oracle,Produção,
57296,A Nossa Drogaria - Server Summary,5,1,Checklist,2026-01-29T11:00:20Z,2026-01-29T12:01:51Z,Sql Server,Produção,NA - Não aplicável
57295,Mills - Checklist Oracle - SMAWSMCPVBP01 (MCP),5,1,Checklist,2026-01-29T11:00:14Z,2026-01-29T12:42:30Z,Oracle,Produção,
57291,Mills - Checklist Oracle - SAP (ECP),5,1,Checklist,2026-01-29T10:15:35Z,2026-01-29T12:43:38Z,Oracle,Produção,
57290,INFO: Database Checklist on Server: SES-SQL-PRD\BI,5,1,Checklist,2026-01-29T10:06:14Z,2026-01-29T12:02:18Z,Sql Server,Produção,NA - Não aplicável
57289,Mills - Checklist Oracle - SMAWSECCVBQ01 (ECQ),5,1,Checklist,2026-01-29T10:03:53Z,2026-01-29T12:49:37Z,Oracle,Produção,
57288,Mills - Checklist Oracle - (MCQ),5,1,Checklist,2026-01-29T10:00:14Z,2026-01-29T12:55:17Z,Oracle,Produção,
57287,Mills - Checklist Oracle - SMAWSECCVBD01 (ECD),5,1,Checklist,2026-01-29T10:00:10Z,2026-01-29T12:55:28Z,Oracle,Produção,
57286,Mills - Checklist Oracle - (GWP),5,1,Checklist,2026-01-29T10:00:04Z,2026-01-29T12:55:47Z,Oracle,Produção,
57284,Mills - Checklist Oracle - (POP),5,1,Checklist,2026-01-29T10:00:03Z,2026-01-29T12:55:47Z,Oracle,Produção,
57282,Mills - Checklist Oracle - (POD),5,1,Checklist,2026-01-29T10:00:03Z,2026-01-29T12:55:46Z,Oracle,Produção,
57283,Mills - Checklist Oracle - (GRD),5,1,Checklist,2026-01-29T10:00:03Z,2026-01-29T12:55:47Z,Oracle,Produção,
57285,Mills - Checklist Oracle - (GRP),5,1,Checklist,2026-01-29T10:00:03Z,2026-01-29T12:55:47Z,Oracle,Produção,
57281,INFO: Database Checklist on Server: SES-CLO-BD-SER,5,1,Checklist,2026-01-29T09:55:39Z,2026-01-29T12:02:46Z,Sql Server,Produção,NA - Não aplicável
57280,INFO: Database Checklist on Server: SES-SQL-PRD,5,1,Checklist,2026-01-29T09:55:35Z,2026-01-29T12:03:10Z,Sql Server,Produção,NA - Não aplicável
57279,INFO: Database Checklist on Server: SRVBD,5,1,Checklist,2026-01-29T09:55:33Z,2026-01-29T12:03:34Z,Sql Server,Produção,NA - Não aplicável
57278,INFO Engeman: Database Checklist on Server: SMLSAWSSQLVP01,5,1,Checklist,2026-01-29T09:55:14Z,2026-01-29T12:56:04Z,Sql Server,Produção,NA - Não aplicável
57277,INFO: Database Checklist on Server: CALIFORNIA,5,1,Checklist,2026-01-29T09:54:59Z,2026-01-29T12:03:58Z,Sql Server,Produção,NA - Não aplicável
57276,INFO: Database Checklist on Server: SRVBDADM,5,1,Checklist,2026-01-29T09:54:57Z,2026-01-29T12:05:43Z,Sql Server,Produção,NA - Não aplicável
57275,INFO: Database Checklist on Server: SRVBDCD,5,1,Checklist,2026-01-29T09:54:54Z,2026-01-29T12:04:22Z,Sql Server,Produção,NA - Não aplicável
57274,INFO: Database Checklist on Server: SRVBDADM\BI,5,1,Checklist,2026-01-29T09:54:52Z,2026-01-29T12:04:46Z,Sql Server,Produção,NA - Não aplicável
57273,INFO: Database Checklist on Server: SRVBDADM\BIMER,5,1,Checklist,2026-01-29T09:54:51Z,2026-01-29T12:06:34Z,Sql Server,Produção,NA - Não aplicável
57272,INFO: Database Checklist on Server: SRVBDADM\PACK,5,1,Checklist,2026-01-29T09:54:49Z,2026-01-29T12:07:07Z,Sql Server,Produção,NA - Não aplicável
57271,Mills - Checklist Oracle - SMAWSBWVBP02 (BP1),5,1,Checklist,2026-01-29T09:49:23Z,2026-01-29T12:59:52Z,Oracle,Produção,
57246,INFO SIS: Database Checklist on Server: EC2AMAZ-KTTVFEL,5,1,Checklist,2026-01-28T11:55:07Z,2026-01-28T12:26:04Z,Sql Server,Produção,NA - Não aplicável
57241,A Nossa Drogaria - Server Summary,5,1,Checklist,2026-01-28T11:00:20Z,2026-01-28T12:27:39Z,Sql Server,Produção,NA - Não aplicável
57240,Mills - Checklist Oracle - SMAWSMCPVBP01 (MCP),5,1,Checklist,2026-01-28T11:00:13Z,2026-01-28T13:13:33Z,Oracle,Produção,
57236,Mills - Checklist Oracle - SAP (ECP),5,1,Checklist,2026-01-28T10:14:17Z,2026-01-28T13:14:57Z,Oracle,Produção,
57235,INFO: Database Checklist on Server: SES-SQL-PRD\BI,5,1,Checklist,2026-01-28T10:05:44Z,2026-01-28T12:26:29Z,Sql Server,Produção,NA - Não aplicável
57234,Mills - Checklist Oracle - SMAWSECCVBQ01 (ECQ),5,1,Checklist,2026-01-28T10:03:46Z,2026-01-28T13:15:34Z,Oracle,Produção,
57233,Mills - Checklist Oracle - (MCQ),5,1,Checklist,2026-01-28T10:00:14Z,2026-01-28T13:16:46Z,Oracle,Produção,
