ticket_id,data_abertura,status,prioridade,tipo_ticket,cliente,sgdb,ambiente,servidor,tempo_resolucao_horas
57185,2026-01-27 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.388888888888889
57186,2026-01-27 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.388888888888889
57183,2026-01-27 09:56:04+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-CLO-BD-SER,2.2555555555555555
57182,2026-01-27 09:55:29+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD,2.283888888888889
57181,2026-01-27 09:55:26+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBD,2.272777777777778
57180,2026-01-27 09:55:24+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,CALIFORNIA,2.294722222222222
57179,2026-01-27 09:55:23+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM,2.3016666666666667
57178,2026-01-27 09:55:21+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\BIMER,2.585277777777778
57177,2026-01-27 09:55:20+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDCD,2.591666666666667
57176,2026-01-27 09:55:19+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\BI,2.597777777777778
57175,2026-01-27 09:55:17+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\PACK,2.613611111111111
57173,2026-01-27 09:49:49+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.556111111111111
57157,2026-01-26 11:55:07+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,EC2AMAZ-KTTVFEL,4.3
57154,2026-01-26 11:00:37+00:00,Aguardando o cliente,Baixa,Checklist,A NOSSA DROGARIA,Sql Server,Produção,,0.08638888888888889
57153,2026-01-26 11:00:12+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,1.6644444444444444
57149,2026-01-26 10:14:09+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.4383333333333335
57148,2026-01-26 10:06:59+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD\BI,0.9963888888888889
57147,2026-01-26 10:03:49+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.6294444444444443
57146,2026-01-26 10:00:14+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.6966666666666668
57145,2026-01-26 10:00:11+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.701388888888889
57144,2026-01-26 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.71
57143,2026-01-26 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.7133333333333334
57142,2026-01-26 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.7291666666666665
57141,2026-01-26 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.731388888888889
57140,2026-01-26 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.726111111111111
57139,2026-01-26 09:56:54+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-CLO-BD-SER,1.1766666666666667
57138,2026-01-26 09:55:49+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD,1.2058333333333333
57137,2026-01-26 09:55:14+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,CALIFORNIA,1.2219444444444445
57136,2026-01-26 09:55:13+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBD,1.2330555555555556
57135,2026-01-26 09:55:12+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SMLSAWSSQLVP01,2.7177777777777776
57134,2026-01-26 09:55:09+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM,1.2444444444444445
57133,2026-01-26 09:55:07+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDCD,1.2527777777777778
57132,2026-01-26 09:55:06+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\BI,1.2605555555555557
57131,2026-01-26 09:55:04+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\BIMER,1.2761111111111112
57130,2026-01-26 09:55:03+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\PACK,1.2866666666666666
57129,2026-01-26 09:48:10+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.9169444444444443
57066,2026-01-23 11:55:08+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,EC2AMAZ-KTTVFEL,0.6338888888888888
57063,2026-01-23 11:00:17+00:00,Aguardando o cliente,Baixa,Checklist,A NOSSA DROGARIA,Sql Server,Produção,,1.4927777777777778
57062,2026-01-23 11:00:09+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.6302777777777777
57058,2026-01-23 10:14:02+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.588888888888889
57057,2026-01-23 10:06:09+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD\BI,2.4019444444444447
57056,2026-01-23 10:03:48+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.7630555555555554
57055,2026-01-23 10:00:16+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.923611111111111
57054,2026-01-23 10:00:09+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.9316666666666666
57052,2026-01-23 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.94
57053,2026-01-23 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.9402777777777778
57049,2026-01-23 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.9402777777777778
57051,2026-01-23 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.9402777777777778
57050,2026-01-23 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.9402777777777778
57048,2026-01-23 09:56:04+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-CLO-BD-SER,2.58
57047,2026-01-23 09:55:30+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD,2.6372222222222224
57046,2026-01-23 09:55:26+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBD,2.5991666666666666
57045,2026-01-23 09:55:25+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDCD,2.6061111111111113
57044,2026-01-23 09:55:23+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,CALIFORNIA,2.6130555555555555
57043,2026-01-23 09:55:22+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM,2.62
57042,2026-01-23 09:55:20+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\BI,2.6966666666666668
57041,2026-01-23 09:55:19+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\PACK,2.7105555555555556
57040,2026-01-23 09:55:17+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\BIMER,2.7177777777777776
57039,2026-01-23 09:55:12+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Oracle,Produção,SMLSAWSSQLVP01,4.025
57038,2026-01-23 09:49:26+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.7888888888888888
57337,2026-01-30 11:55:08+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,EC2AMAZ-KTTVFEL,0.4036111111111111
57336,2026-01-30 11:00:13+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.1405555555555558
57335,2026-01-30 10:59:58+00:00,Aguardando o cliente,Baixa,Checklist,A NOSSA DROGARIA,Sql Server,Produção,,1.3311111111111111
57331,2026-01-30 10:14:55+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.0044444444444443
57330,2026-01-30 10:06:51+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD\BI,2.225277777777778
57329,2026-01-30 10:04:05+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.195
57328,2026-01-30 10:00:14+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.2691666666666666
57327,2026-01-30 10:00:11+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.274722222222222
57326,2026-01-30 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.2913888888888887
57325,2026-01-30 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.2913888888888887
57324,2026-01-30 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.2916666666666665
57322,2026-01-30 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.2913888888888887
57323,2026-01-30 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.2916666666666665
57321,2026-01-30 09:56:34+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-CLO-BD-SER,2.405
57320,2026-01-30 09:55:29+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD,2.43
57319,2026-01-30 09:55:27+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBD,2.438888888888889
57318,2026-01-30 09:55:26+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,CALIFORNIA,2.4455555555555555
57317,2026-01-30 09:55:24+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM,2.468888888888889
57316,2026-01-30 09:55:23+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDCD,2.4586111111111113
57315,2026-01-30 09:55:21+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\BI,2.477222222222222
57314,2026-01-30 09:55:20+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\BIMER,2.485
57313,2026-01-30 09:55:18+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\PACK,2.4947222222222223
57312,2026-01-30 09:55:12+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SMLSAWSSQLVP01,3.3786111111111112
57311,2026-01-30 09:49:06+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.4891666666666667
